$GPRMC,172613.00,A,0548.3578,N,10208.8010,E,10.8,187.8,260825,,,A*68
$GPRMC,172616.60,A,0548.3471,N,10208.7995,E,10.8,187.8,260825,,,A*68
$GPRMC,172620.20,A,0548.3364,N,10208.7981,E,10.8,187.8,260825,,,A*6F
$GPRMC,172623.80,A,0548.3257,N,10208.7966,E,10.8,187.8,260825,,,A*6E
$GPRMC,172627.40,A,0548.3150,N,10208.7951,E,10.8,187.8,260825,,,A*66
$GPRMC,172631.00,A,0548.3043,N,10208.7936,E,10.8,187.8,260825,,,A*67
$GPRMC,172634.60,A,0548.2936,N,10208.7922,E,10.8,187.7,260825,,,A*64
$GPRMC,172638.20,A,0548.2830,N,10208.7907,E,10.8,187.1,260825,,,A*6A
$GPRMC,172641.80,A,0548.2722,N,10208.7894,E,10.8,187.1,260825,,,A*69
$GPRMC,172645.40,A,0548.2615,N,10208.7880,E,10.8,187.1,260825,,,A*61
$GPRMC,172649.00,A,0548.2508,N,10208.7867,E,10.8,187.1,260825,,,A*6F
$GPRMC,172652.60,A,0548.2401,N,10208.7854,E,10.8,187.1,260825,,,A*6B
$GPRMC,172656.20,A,0548.2294,N,10208.7840,E,10.8,187.1,260825,,,A*64
$GPRMC,172659.80,A,0548.2187,N,10208.7827,E,10.8,187.5,260825,,,A*65
$GPRMC,172703.40,A,0548.2080,N,10208.7813,E,10.8,187.5,260825,,,A*66
$GPRMC,172707.00,A,0548.1973,N,10208.7798,E,10.8,187.5,260825,,,A*6C
$GPRMC,172710.60,A,0548.1866,N,10208.7784,E,10.8,187.5,260825,,,A*64
$GPRMC,172714.20,A,0548.1759,N,10208.7770,E,10.8,187.5,260825,,,A*6C
$GPRMC,172717.80,A,0548.1652,N,10208.7756,E,10.8,187.5,260825,,,A*6B
$GPRMC,172721.40,A,0548.1545,N,10208.7742,E,10.8,187.5,260825,,,A*62
$GPRMC,172725.00,A,0548.1438,N,10208.7728,E,10.8,187.5,260825,,,A*65
$GPRMC,172728.60,A,0548.1331,N,10208.7713,E,10.8,187.5,260825,,,A*68
$GPRMC,172732.20,A,0548.1224,N,10208.7699,E,10.8,187.5,260825,,,A*61
$GPRMC,172735.80,A,0548.1117,N,10208.7685,E,10.8,187.5,260825,,,A*62
$GPRMC,172739.40,A,0548.1010,N,10208.7671,E,10.8,187.5,260825,,,A*6F
$GPRMC,172743.00,A,0548.0903,N,10208.7657,E,10.8,187.5,260825,,,A*68
$GPRMC,172746.60,A,0548.0796,N,10208.7642,E,10.8,187.5,260825,,,A*6D
$GPRMC,172750.20,A,0548.0689,N,10208.7628,E,10.8,187.5,260825,,,A*6D
$GPRMC,172753.80,A,0548.0582,N,10208.7614,E,10.8,187.0,260825,,,A*66
$GPRMC,172757.40,A,0548.0475,N,10208.7601,E,10.8,186.7,260825,,,A*65
$GPRMC,172801.00,A,0548.0368,N,10208.7588,E,10.8,186.9,260825,,,A*6A
$GPRMC,172804.60,A,0548.0261,N,10208.7575,E,10.8,187.0,260825,,,A*6B
$GPRMC,172808.20,A,0548.0154,N,10208.7562,E,10.8,187.0,260825,,,A*60
$GPRMC,172811.80,A,0548.0046,N,10208.7549,E,10.8,187.0,260825,,,A*69
$GPRMC,172815.40,A,0547.9939,N,10208.7536,E,10.8,187.0,260825,,,A*6E
$GPRMC,172819.00,A,0547.9832,N,10208.7523,E,10.8,187.0,260825,,,A*68
$GPRMC,172822.60,A,0547.9725,N,10208.7509,E,10.8,187.0,260825,,,A*67
$GPRMC,172826.20,A,0547.9618,N,10208.7496,E,10.8,187.0,260825,,,A*6F
$GPRMC,172829.80,A,0547.9511,N,10208.7483,E,10.8,187.0,260825,,,A*64
$GPRMC,172833.40,A,0547.9404,N,10208.7470,E,10.8,187.0,260825,,,A*6A
$GPRMC,172837.00,A,0547.9297,N,10208.7457,E,10.8,187.0,260825,,,A*63
$GPRMC,172840.60,A,0547.9189,N,10208.7444,E,10.8,187.0,260825,,,A*6B
$GPRMC,172844.20,A,0547.9082,N,10208.7431,E,10.8,185.9,260825,,,A*68
$GPRMC,172847.80,A,0547.8975,N,10208.7419,E,10.8,185.7,260825,,,A*65
$GPRMC,172851.40,A,0547.8868,N,10208.7409,E,10.8,186.6,260825,,,A*60
$GPRMC,172855.00,A,0547.8760,N,10208.7396,E,10.8,187.4,260825,,,A*65
$GPRMC,172858.60,A,0547.8653,N,10208.7382,E,10.8,187.4,260825,,,A*6A
$GPRMC,172902.20,A,0547.8546,N,10208.7368,E,10.8,187.4,260825,,,A*63
$GPRMC,172905.80,A,0547.8439,N,10208.7354,E,10.8,187.4,260825,,,A*68
$GPRMC,172909.40,A,0547.8332,N,10208.7340,E,10.8,187.4,260825,,,A*61
$GPRMC,172913.00,A,0547.8225,N,10208.7327,E,10.8,187.4,260825,,,A*68
$GPRMC,172916.60,A,0547.8118,N,10208.7313,E,10.8,187.4,260825,,,A*61
$GPRMC,172920.20,A,0547.8011,N,10208.7299,E,10.8,187.4,260825,,,A*6B
$GPRMC,172923.80,A,0547.7904,N,10208.7285,E,10.8,187.4,260825,,,A*6D
$GPRMC,172927.40,A,0547.7797,N,10208.7271,E,10.8,187.4,260825,,,A*6A
$GPRMC,172931.00,A,0547.7690,N,10208.7257,E,10.8,187.4,260825,,,A*6B
$GPRMC,172934.60,A,0547.7583,N,10208.7243,E,10.8,187.2,260825,,,A*6A
$GPRMC,172938.20,A,0547.7476,N,10208.7230,E,10.8,186.8,260825,,,A*66
$GPRMC,172941.80,A,0547.7369,N,10208.7217,E,10.8,186.8,260825,,,A*6E
$GPRMC,172945.40,A,0547.7262,N,10208.7204,E,10.8,186.8,260825,,,A*6E
$GPRMC,172949.00,A,0547.7155,N,10208.7191,E,10.8,186.8,260825,,,A*6E
$GPRMC,172952.60,A,0547.7047,N,10208.7178,E,10.8,186.8,260825,,,A*67
$GPRMC,172956.20,A,0547.6940,N,10208.7165,E,10.8,186.8,260825,,,A*64
